fblnPhone,fcurCreditAmount,fcurPercentOfIncome,flngAge,flngDependents,flngExistingLoans,flngMonthsloanDuration,flngYearsAtResidence,fstrCheckingBalance,fstrCreditHistory,fstrEmploymentDuration,fstrHousing,fstrJob,fstrPurpose,fstrSavingsBalance,fblnDefault
1,1258,4,25,1,1,24,1,unknown,good,4 - 7 years,own,skilled,business,< 100 DM,0
0,717,4,52,1,3,12,4,unknown,critical,> 7 years,own,skilled,furniture/appliances,< 100 DM,0
0,1204,4,35,1,1,6,1,unknown,perfect,1 - 4 years,rent,skilled,car,100 - 500 DM,0
0,1925,2,26,1,1,24,2,> 200 DM,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
0,433,3,22,1,1,18,4,unknown,good,unemployed,rent,skilled,furniture/appliances,< 100 DM,1
1,666,3,39,1,2,6,4,< 0 DM,critical,4 - 7 years,own,unskilled,car,> 1000 DM,0
0,2251,1,46,1,1,12,2,> 200 DM,good,1 - 4 years,own,unskilled,furniture/appliances,< 100 DM,0
0,2150,4,24,1,1,30,2,1 - 200 DM,good,1 - 4 years,own,skilled,car,< 100 DM,1
0,4151,2,35,1,2,24,3,unknown,poor,1 - 4 years,own,skilled,furniture/appliances,100 - 500 DM,0
1,2030,2,24,1,1,9,1,1 - 200 DM,good,4 - 7 years,own,skilled,furniture/appliances,unknown,0
0,7418,1,27,1,1,60,1,1 - 200 DM,poor,1 - 4 years,own,unskilled,furniture/appliances,unknown,0
0,2684,4,35,1,2,24,2,unknown,critical,1 - 4 years,own,unskilled,furniture/appliances,< 100 DM,0
0,2149,4,29,1,1,12,1,< 0 DM,very good,1 - 4 years,other,skilled,furniture/appliances,< 100 DM,1
1,3812,1,23,1,1,15,4,unknown,good,< 1 year,own,skilled,car,100 - 500 DM,0
0,1154,4,57,1,3,11,4,unknown,critical,unemployed,own,unskilled,furniture/appliances,100 - 500 DM,0
0,1657,2,27,1,1,12,2,< 0 DM,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
0,1603,4,55,1,1,24,4,< 0 DM,good,> 7 years,own,skilled,furniture/appliances,< 100 DM,0
1,5302,2,36,1,3,18,4,< 0 DM,critical,> 7 years,other,management,car,< 100 DM,0
0,2748,2,57,1,3,12,4,unknown,critical,> 7 years,other,unskilled,education,< 100 DM,0
0,1231,3,32,2,2,10,4,unknown,critical,> 7 years,own,unskilled,car,< 100 DM,0
0,802,4,37,2,1,15,3,1 - 200 DM,good,> 7 years,own,skilled,furniture/appliances,< 100 DM,1
0,6304,4,36,1,2,36,4,unknown,critical,> 7 years,own,skilled,business,unknown,0
1,1533,4,38,1,1,24,3,unknown,good,< 1 year,own,skilled,furniture/appliances,< 100 DM,0
1,8978,1,45,1,1,14,4,< 0 DM,good,> 7 years,own,management,car,< 100 DM,1
0,999,4,25,1,2,24,2,unknown,good,> 7 years,own,skilled,furniture/appliances,unknown,0
0,2662,4,32,1,1,18,3,unknown,good,4 - 7 years,own,skilled,car,unknown,0
1,1402,3,37,1,1,12,4,unknown,critical,4 - 7 years,rent,skilled,furniture/appliances,500 - 1000 DM,0
1,12169,4,36,1,1,48,4,1 - 200 DM,very good,unemployed,other,management,car,unknown,0
0,3060,4,28,1,2,48,4,1 - 200 DM,good,4 - 7 years,own,skilled,furniture/appliances,< 100 DM,1
1,11998,1,34,1,1,30,1,< 0 DM,good,< 1 year,own,unskilled,renovations,< 100 DM,1
0,2697,1,32,2,1,9,2,unknown,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
0,2404,2,26,1,2,18,2,unknown,critical,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
1,1262,2,49,1,1,12,4,< 0 DM,good,> 7 years,own,unskilled,furniture/appliances,unknown,0
0,4611,1,32,1,1,6,4,unknown,good,< 1 year,own,skilled,furniture/appliances,< 100 DM,1
1,1901,4,29,1,1,24,4,unknown,good,1 - 4 years,rent,management,furniture/appliances,100 - 500 DM,0
1,3368,3,23,1,2,15,4,unknown,critical,> 7 years,rent,skilled,car,> 1000 DM,0
0,1574,4,50,1,1,12,2,unknown,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
0,1445,4,49,1,1,18,4,> 200 DM,very good,4 - 7 years,own,unskilled,furniture/appliances,unknown,0
0,1520,4,63,1,1,15,4,unknown,critical,> 7 years,own,skilled,furniture/appliances,unknown,0
1,3878,4,37,1,1,24,2,1 - 200 DM,critical,< 1 year,own,skilled,car,100 - 500 DM,0
1,10722,1,35,1,1,47,1,< 0 DM,good,< 1 year,own,unskilled,car,< 100 DM,0
0,4788,4,26,2,1,48,3,< 0 DM,good,4 - 7 years,own,skilled,car,< 100 DM,0
1,7582,2,31,1,1,48,4,1 - 200 DM,poor,unemployed,other,management,car0,100 - 500 DM,0
1,1092,4,49,1,2,12,4,1 - 200 DM,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
0,1024,4,48,1,1,24,4,< 0 DM,poor,< 1 year,own,skilled,furniture/appliances,< 100 DM,1
1,1076,2,26,1,1,12,2,unknown,good,1 - 4 years,own,skilled,business,< 100 DM,0
1,9398,1,28,1,1,36,4,1 - 200 DM,good,< 1 year,rent,management,car,< 100 DM,1
1,6419,2,44,2,2,24,4,< 0 DM,critical,> 7 years,other,management,car,< 100 DM,0
0,4796,4,56,1,1,42,4,> 200 DM,critical,> 7 years,other,skilled,car,< 100 DM,0
0,7629,4,46,2,2,48,2,unknown,critical,> 7 years,own,management,business,unknown,0
1,9960,1,26,1,1,48,2,1 - 200 DM,good,< 1 year,own,skilled,furniture/appliances,< 100 DM,1
0,4675,1,20,1,1,12,4,unknown,good,< 1 year,rent,skilled,car,unknown,0
0,1287,4,45,1,1,10,2,unknown,good,> 7 years,own,unskilled,car,unknown,0
1,2515,3,43,1,1,18,4,unknown,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
1,2745,3,32,1,2,21,2,1 - 200 DM,critical,4 - 7 years,own,skilled,furniture/appliances,> 1000 DM,0
1,672,1,54,1,1,6,4,unknown,good,unemployed,own,unemployed,car,< 100 DM,0
1,3804,4,42,1,1,36,1,1 - 200 DM,perfect,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,1
0,1344,4,37,2,2,24,2,> 200 DM,critical,4 - 7 years,own,unskilled,car,unknown,1
1,1038,4,49,1,2,10,3,< 0 DM,critical,4 - 7 years,own,skilled,car,< 100 DM,0
0,10127,2,44,1,1,48,2,unknown,critical,1 - 4 years,other,skilled,car,500 - 1000 DM,1
0,1543,4,33,1,1,6,2,unknown,good,1 - 4 years,own,skilled,furniture/appliances,> 1000 DM,0
0,4811,2,24,1,1,30,4,unknown,good,4 - 7 years,rent,unskilled,car,unknown,0
1,727,4,33,1,1,12,3,< 0 DM,good,< 1 year,own,unskilled,furniture/appliances,100 - 500 DM,1
0,1237,3,24,1,1,8,4,1 - 200 DM,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,1
0,276,4,22,1,1,9,4,1 - 200 DM,good,1 - 4 years,rent,unskilled,car,< 100 DM,0
1,5381,3,40,1,1,48,4,1 - 200 DM,good,unemployed,other,unemployed,car0,unknown,0
0,5511,4,25,1,1,24,1,unknown,good,1 - 4 years,own,skilled,furniture/appliances,100 - 500 DM,0
0,3749,2,26,1,1,24,4,> 200 DM,good,< 1 year,own,skilled,furniture/appliances,< 100 DM,0
0,685,2,25,1,1,12,3,1 - 200 DM,good,4 - 7 years,own,unskilled,car,< 100 DM,1
0,1494,1,29,2,1,4,2,> 200 DM,good,< 1 year,own,unskilled,car,unknown,0
0,2746,4,31,1,1,36,4,< 0 DM,very good,> 7 years,own,skilled,furniture/appliances,< 100 DM,1
0,708,2,38,2,1,12,3,< 0 DM,good,1 - 4 years,own,unskilled,furniture/appliances,< 100 DM,0
1,4351,1,48,1,1,24,4,1 - 200 DM,good,1 - 4 years,own,unskilled,furniture/appliances,unknown,0
0,701,4,32,1,2,12,2,unknown,critical,1 - 4 years,own,skilled,education,< 100 DM,0
0,3643,1,27,1,2,15,4,< 0 DM,poor,> 7 years,own,unskilled,furniture/appliances,< 100 DM,0
0,4249,4,28,1,2,30,2,1 - 200 DM,critical,unemployed,own,management,car,< 100 DM,1
0,1938,4,32,1,1,24,3,< 0 DM,good,< 1 year,own,skilled,furniture/appliances,< 100 DM,1
1,2910,2,34,1,1,24,1,< 0 DM,good,4 - 7 years,other,management,car,< 100 DM,0
0,2659,4,28,1,1,18,2,< 0 DM,good,1 - 4 years,own,skilled,furniture/appliances,> 1000 DM,0
0,1028,4,36,1,2,18,3,unknown,critical,1 - 4 years,own,skilled,car,< 100 DM,0
0,3398,1,39,1,2,8,4,< 0 DM,critical,4 - 7 years,own,unskilled,car,< 100 DM,0
1,5801,2,49,1,1,12,4,unknown,critical,> 7 years,rent,skilled,furniture/appliances,unknown,0
1,1525,4,34,2,1,24,3,unknown,good,4 - 7 years,own,skilled,car,> 1000 DM,0
0,4473,4,31,1,1,36,2,> 200 DM,good,> 7 years,own,skilled,furniture/appliances,< 100 DM,0
0,5179,4,29,1,1,36,2,< 0 DM,good,4 - 7 years,own,skilled,furniture/appliances,< 100 DM,1
0,2993,3,28,1,2,21,2,unknown,poor,1 - 4 years,own,unskilled,car,< 100 DM,0
0,1943,4,23,1,1,18,4,unknown,good,< 1 year,own,skilled,renovations,< 100 DM,1
1,1559,4,50,1,1,24,4,unknown,very good,4 - 7 years,own,skilled,business,< 100 DM,0
1,3422,4,47,2,3,18,4,unknown,good,> 7 years,own,skilled,furniture/appliances,< 100 DM,0
1,3976,2,35,1,1,21,3,1 - 200 DM,good,4 - 7 years,own,skilled,furniture/appliances,unknown,0
0,6761,2,68,1,2,18,4,unknown,good,1 - 4 years,rent,skilled,car,unknown,1
0,1249,4,28,1,1,24,2,unknown,good,< 1 year,own,skilled,car,< 100 DM,0
0,1364,3,59,1,1,9,4,< 0 DM,good,4 - 7 years,own,skilled,furniture/appliances,< 100 DM,0
0,709,4,57,1,1,12,4,< 0 DM,good,> 7 years,own,unskilled,furniture/appliances,< 100 DM,1
0,2235,4,33,1,2,20,2,< 0 DM,critical,1 - 4 years,rent,skilled,car,< 100 DM,1
1,4042,3,43,1,2,24,4,unknown,critical,4 - 7 years,own,skilled,car,unknown,0
1,1471,4,35,1,2,15,4,unknown,critical,1 - 4 years,other,skilled,furniture/appliances,< 100 DM,0
0,1442,4,32,2,2,18,4,< 0 DM,very good,4 - 7 years,other,unskilled,car,< 100 DM,1
1,10875,2,45,2,2,36,2,unknown,poor,> 7 years,own,skilled,car,< 100 DM,0
1,1474,4,33,1,1,24,3,unknown,good,< 1 year,own,skilled,car,100 - 500 DM,0
1,894,4,40,1,1,10,3,unknown,good,4 - 7 years,own,skilled,education,unknown,0
1,3343,4,28,1,1,15,2,unknown,critical,1 - 4 years,other,skilled,furniture/appliances,< 100 DM,0
1,3959,3,29,1,1,15,2,< 0 DM,good,1 - 4 years,own,skilled,car,< 100 DM,1
0,3577,1,26,2,1,9,2,unknown,good,1 - 4 years,rent,skilled,car,100 - 500 DM,0
0,5804,4,27,1,2,24,2,unknown,critical,1 - 4 years,own,skilled,car,> 1000 DM,0
1,2169,4,28,1,1,18,2,unknown,poor,1 - 4 years,own,skilled,business,< 100 DM,1
1,2439,4,35,1,1,24,4,< 0 DM,good,< 1 year,own,skilled,furniture/appliances,< 100 DM,1
1,4526,4,32,2,2,27,2,unknown,critical,< 1 year,own,unskilled,furniture/appliances,> 1000 DM,0
0,2210,2,25,1,1,10,2,unknown,good,1 - 4 years,rent,unskilled,furniture/appliances,< 100 DM,1
0,2221,2,20,1,1,15,4,unknown,good,1 - 4 years,rent,skilled,furniture/appliances,500 - 1000 DM,0
0,2389,4,27,1,1,18,1,< 0 DM,good,< 1 year,own,skilled,furniture/appliances,< 100 DM,0
0,3331,2,42,1,1,12,4,unknown,critical,> 7 years,own,skilled,furniture/appliances,< 100 DM,0
0,7409,3,37,1,2,36,2,unknown,good,> 7 years,own,skilled,business,unknown,0
0,652,4,24,1,1,12,4,< 0 DM,good,> 7 years,rent,skilled,furniture/appliances,< 100 DM,0
1,7678,2,40,1,2,36,4,unknown,poor,4 - 7 years,own,skilled,furniture/appliances,500 - 1000 DM,0
0,1343,1,46,2,2,6,4,> 200 DM,critical,> 7 years,own,skilled,car,< 100 DM,0
1,1382,4,26,1,2,24,1,< 0 DM,critical,4 - 7 years,own,skilled,business,100 - 500 DM,0
0,874,4,24,1,1,15,1,unknown,good,< 1 year,own,skilled,furniture/appliances,unknown,0
0,3590,2,29,2,1,12,2,< 0 DM,good,1 - 4 years,own,unskilled,furniture/appliances,< 100 DM,0
0,1322,4,40,1,2,11,4,1 - 200 DM,critical,1 - 4 years,own,skilled,car,> 1000 DM,0
1,1940,3,36,1,1,18,4,< 0 DM,very good,< 1 year,other,management,furniture/appliances,< 100 DM,0
0,3595,4,28,1,1,36,2,unknown,good,> 7 years,own,skilled,furniture/appliances,< 100 DM,0
1,1422,3,27,1,1,9,2,< 0 DM,good,< 1 year,other,management,car,< 100 DM,1
0,6742,2,36,1,2,30,3,unknown,critical,4 - 7 years,own,skilled,furniture/appliances,unknown,0
1,7814,3,38,1,1,24,3,unknown,good,4 - 7 years,own,management,car,< 100 DM,0
1,9277,2,48,1,1,24,4,unknown,good,1 - 4 years,other,skilled,car,unknown,0
0,2181,4,36,1,2,30,4,1 - 200 DM,critical,> 7 years,own,skilled,car,unknown,0
0,1098,4,65,1,2,18,4,unknown,critical,unemployed,own,unemployed,furniture/appliances,< 100 DM,0
1,4057,3,43,1,1,24,3,1 - 200 DM,good,4 - 7 years,own,skilled,furniture/appliances,< 100 DM,1
0,795,4,53,1,1,12,4,< 0 DM,good,< 1 year,own,skilled,education,< 100 DM,1
1,2825,4,34,2,2,24,3,1 - 200 DM,critical,4 - 7 years,own,skilled,business,unknown,0
1,15672,2,23,1,1,48,2,1 - 200 DM,good,1 - 4 years,own,skilled,business,< 100 DM,1
1,6614,4,34,1,2,36,4,unknown,critical,> 7 years,own,management,car,< 100 DM,0
1,7824,3,40,2,2,28,4,unknown,very good,< 1 year,rent,skilled,car,unknown,0
1,2442,4,43,2,4,27,4,< 0 DM,critical,> 7 years,own,management,business,< 100 DM,0
1,1829,4,46,1,2,15,4,unknown,critical,> 7 years,own,skilled,furniture/appliances,< 100 DM,0
0,2171,4,38,1,2,12,4,< 0 DM,critical,1 - 4 years,own,unskilled,car,< 100 DM,0
1,5800,3,34,1,2,36,4,1 - 200 DM,critical,1 - 4 years,own,skilled,car,< 100 DM,0
1,1169,4,29,1,2,18,3,unknown,critical,1 - 4 years,own,skilled,furniture/appliances,unknown,0
1,8947,3,31,2,1,36,2,unknown,poor,4 - 7 years,own,management,car,unknown,0
1,2606,4,28,1,1,21,4,< 0 DM,good,< 1 year,rent,management,furniture/appliances,< 100 DM,0
0,1592,3,35,1,1,12,2,unknown,critical,4 - 7 years,own,skilled,furniture/appliances,> 1000 DM,0
0,2186,1,33,1,1,15,4,unknown,good,4 - 7 years,rent,unskilled,furniture/appliances,unknown,0
0,4153,2,42,1,1,18,3,< 0 DM,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,1
1,2625,2,43,1,1,16,4,< 0 DM,critical,> 7 years,rent,skilled,car,< 100 DM,1
1,3485,2,44,1,2,20,4,unknown,critical,< 1 year,own,skilled,car,unknown,0
0,10477,2,42,1,2,36,4,unknown,critical,> 7 years,other,skilled,car,unknown,0
1,1386,4,40,1,1,15,2,unknown,good,1 - 4 years,rent,skilled,furniture/appliances,unknown,0
1,1278,4,36,1,1,24,1,unknown,good,> 7 years,own,management,furniture/appliances,< 100 DM,0
1,1107,2,20,2,1,12,2,< 0 DM,good,1 - 4 years,rent,management,furniture/appliances,< 100 DM,0
0,3763,2,24,1,1,21,2,< 0 DM,good,4 - 7 years,own,unskilled,car,unknown,0
0,3711,2,27,1,1,36,2,1 - 200 DM,good,1 - 4 years,own,skilled,education,unknown,0
0,3594,1,46,1,2,15,2,unknown,poor,< 1 year,own,unskilled,car,< 100 DM,0
0,3195,1,33,1,1,9,2,1 - 200 DM,good,1 - 4 years,own,unskilled,car,unknown,0
0,4454,4,34,1,2,36,4,unknown,poor,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
0,4736,2,25,1,1,24,4,1 - 200 DM,critical,< 1 year,own,unskilled,furniture/appliances,< 100 DM,1
0,2991,2,25,1,1,30,4,1 - 200 DM,good,> 7 years,own,skilled,furniture/appliances,unknown,0
1,2142,1,28,1,1,11,2,unknown,good,> 7 years,own,skilled,business,> 1000 DM,0
1,3161,4,31,1,1,24,2,< 0 DM,very good,1 - 4 years,rent,skilled,business,< 100 DM,1
1,18424,1,32,1,1,48,2,1 - 200 DM,perfect,1 - 4 years,own,management,car0,< 100 DM,1
0,2848,1,32,2,1,10,2,unknown,good,1 - 4 years,own,skilled,car,100 - 500 DM,0
1,14896,1,68,1,1,6,4,< 0 DM,good,> 7 years,own,management,car,< 100 DM,1
0,2359,1,33,1,1,24,1,< 0 DM,good,unemployed,own,skilled,furniture/appliances,100 - 500 DM,1
1,3345,4,39,1,1,24,2,< 0 DM,good,> 7 years,rent,management,furniture/appliances,< 100 DM,1
0,1817,4,28,1,2,18,2,unknown,critical,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
1,12749,4,37,1,1,48,1,unknown,poor,4 - 7 years,own,management,furniture/appliances,500 - 1000 DM,0
0,1366,3,22,1,1,9,4,< 0 DM,good,< 1 year,rent,skilled,furniture/appliances,< 100 DM,1
1,2002,3,30,2,1,12,4,1 - 200 DM,good,4 - 7 years,rent,skilled,car,< 100 DM,0
1,6872,2,55,1,1,24,1,< 0 DM,very good,< 1 year,own,skilled,furniture/appliances,< 100 DM,1
1,697,4,46,1,2,12,2,< 0 DM,very good,< 1 year,own,skilled,car,< 100 DM,1
0,1049,4,21,1,1,18,4,< 0 DM,critical,< 1 year,rent,skilled,furniture/appliances,< 100 DM,0
1,10297,4,39,2,3,48,4,< 0 DM,good,4 - 7 years,other,skilled,car,< 100 DM,1
1,1867,4,58,1,1,30,4,unknown,good,> 7 years,own,skilled,furniture/appliances,unknown,0
0,1344,4,43,2,2,12,2,< 0 DM,poor,1 - 4 years,own,unskilled,car,< 100 DM,0
0,1747,4,24,1,1,24,1,< 0 DM,good,< 1 year,own,unskilled,furniture/appliances,< 100 DM,0
1,1670,4,22,1,1,9,2,1 - 200 DM,good,< 1 year,own,skilled,furniture/appliances,< 100 DM,1
0,1224,3,30,1,2,9,1,unknown,critical,1 - 4 years,own,skilled,car,< 100 DM,0
1,522,4,42,2,2,12,4,unknown,critical,> 7 years,own,skilled,furniture/appliances,500 - 1000 DM,0
0,1498,4,23,1,1,12,1,< 0 DM,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
0,1919,4,30,1,2,30,3,1 - 200 DM,poor,< 1 year,own,management,furniture/appliances,100 - 500 DM,1
0,745,3,28,1,1,9,2,> 200 DM,good,1 - 4 years,own,unskilled,furniture/appliances,< 100 DM,1
1,2063,4,30,1,1,6,3,1 - 200 DM,good,< 1 year,rent,management,furniture/appliances,< 100 DM,0
0,6288,4,42,1,1,60,4,1 - 200 DM,good,1 - 4 years,other,skilled,education,< 100 DM,1
1,6842,2,46,2,2,24,4,unknown,critical,1 - 4 years,own,management,car,unknown,0
1,3527,2,45,2,1,12,3,unknown,good,< 1 year,own,management,car,unknown,0
0,1546,3,31,2,1,10,2,unknown,good,1 - 4 years,own,unskilled,car,< 100 DM,0
1,929,4,31,1,1,24,2,unknown,good,4 - 7 years,own,skilled,furniture/appliances,unknown,0
0,1455,2,42,2,3,4,1,unknown,critical,4 - 7 years,own,unskilled,car,< 100 DM,0
0,1845,4,46,1,1,15,1,< 0 DM,good,< 1 year,rent,skilled,furniture/appliances,< 100 DM,0
0,8358,1,30,1,2,48,1,1 - 200 DM,perfect,< 1 year,own,skilled,car,500 - 1000 DM,0
1,3349,4,30,2,1,24,4,< 0 DM,very good,< 1 year,other,skilled,furniture/appliances,500 - 1000 DM,1
1,2859,4,38,1,1,12,4,unknown,good,unemployed,own,management,car,unknown,0
0,1533,4,43,2,1,18,1,unknown,good,< 1 year,own,unskilled,furniture/appliances,< 100 DM,1
0,3621,2,31,1,2,24,4,unknown,good,> 7 years,own,skilled,furniture/appliances,100 - 500 DM,1
1,3590,3,40,2,3,18,3,1 - 200 DM,critical,unemployed,own,unemployed,business,< 100 DM,0
1,2145,2,24,1,2,36,1,< 0 DM,poor,4 - 7 years,own,skilled,business,< 100 DM,1
0,4113,3,28,1,1,24,4,1 - 200 DM,good,< 1 year,rent,skilled,car,500 - 1000 DM,1
1,10974,4,26,1,2,36,2,unknown,good,unemployed,own,management,furniture/appliances,< 100 DM,1
1,1893,4,29,1,1,12,4,< 0 DM,good,1 - 4 years,own,skilled,car,< 100 DM,0
1,1231,4,57,1,2,24,4,< 0 DM,critical,> 7 years,rent,management,furniture/appliances,> 1000 DM,0
0,3656,4,49,1,2,30,4,> 200 DM,critical,> 7 years,own,unskilled,furniture/appliances,unknown,0
0,1154,2,37,1,3,9,4,1 - 200 DM,critical,> 7 years,own,unskilled,furniture/appliances,< 100 DM,0
0,4006,3,45,1,1,28,2,< 0 DM,good,1 - 4 years,own,unskilled,car,< 100 DM,1
0,3069,4,30,1,1,24,4,1 - 200 DM,good,> 7 years,other,skilled,furniture/appliances,100 - 500 DM,0
0,1740,2,30,1,2,6,2,unknown,critical,> 7 years,rent,skilled,furniture/appliances,< 100 DM,0
0,2353,1,47,1,2,21,4,1 - 200 DM,poor,1 - 4 years,own,skilled,car,< 100 DM,0
0,3556,3,29,1,1,15,2,unknown,good,1 - 4 years,own,skilled,car,unknown,0
1,2397,3,35,1,2,24,2,unknown,good,> 7 years,own,skilled,furniture/appliances,500 - 1000 DM,1
0,454,3,22,1,1,6,1,1 - 200 DM,good,< 1 year,own,unskilled,renovations,< 100 DM,0
0,1715,4,26,1,1,30,1,1 - 200 DM,good,1 - 4 years,own,skilled,furniture/appliances,unknown,0
0,2520,4,23,1,2,27,2,1 - 200 DM,critical,1 - 4 years,own,unskilled,furniture/appliances,500 - 1000 DM,1
1,3568,4,54,1,1,15,2,unknown,good,> 7 years,rent,management,furniture/appliances,< 100 DM,0
1,7166,2,29,1,1,42,4,unknown,good,4 - 7 years,rent,skilled,furniture/appliances,unknown,0
0,3939,1,40,2,2,11,2,< 0 DM,critical,1 - 4 years,own,unskilled,car,< 100 DM,0
0,1514,4,22,1,1,15,2,1 - 200 DM,good,1 - 4 years,own,skilled,renovations,100 - 500 DM,0
0,7393,1,43,2,1,24,4,unknown,good,1 - 4 years,own,unskilled,car,< 100 DM,0
0,1193,1,29,1,2,24,4,< 0 DM,very good,unemployed,rent,unemployed,car,< 100 DM,1
0,7297,4,36,1,1,60,4,< 0 DM,good,> 7 years,rent,skilled,business,< 100 DM,1
1,2831,4,33,1,1,30,2,unknown,critical,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
0,1258,3,57,1,1,24,3,> 200 DM,good,1 - 4 years,own,unskilled,furniture/appliances,500 - 1000 DM,0
0,753,2,64,1,1,6,3,1 - 200 DM,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
0,2427,4,42,1,2,18,2,1 - 200 DM,poor,> 7 years,own,skilled,business,unknown,0
0,2538,4,47,2,2,24,4,unknown,poor,> 7 years,own,unskilled,car,< 100 DM,1
0,1264,2,25,1,1,15,2,1 - 200 DM,very good,1 - 4 years,rent,skilled,car,100 - 500 DM,1
0,8386,2,49,1,1,30,2,1 - 200 DM,critical,4 - 7 years,own,skilled,furniture/appliances,< 100 DM,1
1,4844,3,33,1,1,48,2,unknown,good,unemployed,rent,management,business,< 100 DM,1
1,2923,1,28,1,1,21,1,> 200 DM,good,1 - 4 years,own,management,car,100 - 500 DM,0
0,8229,2,26,2,1,36,2,< 0 DM,good,1 - 4 years,own,skilled,car,< 100 DM,1
0,2028,2,30,1,2,24,2,unknown,critical,4 - 7 years,own,unskilled,furniture/appliances,< 100 DM,0
0,1433,4,25,1,2,15,3,< 0 DM,critical,1 - 4 years,rent,skilled,furniture/appliances,< 100 DM,0
0,6289,2,33,1,2,42,1,> 200 DM,perfect,< 1 year,own,skilled,business,< 100 DM,0
0,1409,2,64,1,1,13,4,unknown,good,unemployed,own,skilled,furniture/appliances,100 - 500 DM,0
1,6579,4,29,1,1,24,2,< 0 DM,good,unemployed,other,management,car,< 100 DM,0
0,1743,4,48,1,2,24,2,1 - 200 DM,critical,> 7 years,own,unskilled,furniture/appliances,< 100 DM,0
0,3565,2,37,2,2,12,1,unknown,critical,< 1 year,own,unskilled,education,unknown,0
0,1569,4,34,2,1,15,4,unknown,very good,> 7 years,own,unskilled,furniture/appliances,100 - 500 DM,0
0,1936,2,23,1,2,18,4,< 0 DM,good,4 - 7 years,rent,unskilled,furniture/appliances,unknown,0
1,3959,4,30,1,1,36,3,< 0 DM,good,unemployed,own,management,furniture/appliances,< 100 DM,0
1,2390,4,50,1,1,12,3,unknown,good,> 7 years,own,skilled,car,unknown,0
0,1736,3,31,1,1,12,4,unknown,good,4 - 7 years,own,unskilled,furniture/appliances,< 100 DM,0
1,3857,4,40,1,1,30,4,< 0 DM,good,1 - 4 years,own,management,car,< 100 DM,0
0,804,4,38,1,1,12,4,unknown,good,> 7 years,own,skilled,furniture/appliances,< 100 DM,0
1,1845,4,23,1,1,45,4,< 0 DM,good,1 - 4 years,other,skilled,furniture/appliances,< 100 DM,1
0,4576,3,27,1,1,45,4,1 - 200 DM,critical,unemployed,own,skilled,car,100 - 500 DM,0
0,1068,4,28,2,1,6,4,1 - 200 DM,good,> 7 years,own,skilled,furniture/appliances,< 100 DM,0
1,6615,2,75,1,2,24,4,< 0 DM,critical,unemployed,other,management,car,< 100 DM,0
0,1864,4,30,1,2,18,2,unknown,critical,1 - 4 years,own,skilled,education,100 - 500 DM,1
0,7408,4,24,1,1,60,2,1 - 200 DM,good,< 1 year,own,management,car,100 - 500 DM,1
0,11590,2,24,1,2,48,4,unknown,critical,1 - 4 years,rent,unskilled,car,100 - 500 DM,1
0,4110,3,23,2,2,24,4,< 0 DM,perfect,> 7 years,rent,skilled,furniture/appliances,< 100 DM,1
1,3384,1,44,1,1,6,4,< 0 DM,critical,1 - 4 years,rent,management,furniture/appliances,< 100 DM,1
