fblnPhone,fcurCreditAmount,fcurPercentOfIncome,flngAge,flngDependents,flngExistingLoans,flngMonthsloanDuration,flngYearsAtResidence,fstrCheckingBalance,fstrCreditHistory,fstrEmploymentDuration,fstrHousing,fstrJob,fstrPurpose,fstrSavingsBalance,fblnDefault
0,2101,2,23,1,1,13,4,1 - 200 DM,good,< 1 year,own,unskilled,furniture/appliances,< 100 DM,0
0,1275,4,24,1,1,15,2,< 0 DM,good,1 - 4 years,rent,skilled,furniture/appliances,unknown,1
0,4169,4,28,1,1,24,4,< 0 DM,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
0,1521,4,31,1,1,10,2,1 - 200 DM,good,1 - 4 years,own,unskilled,furniture/appliances,< 100 DM,0
1,5743,2,24,1,2,24,4,1 - 200 DM,critical,< 1 year,other,skilled,education,< 100 DM,0
0,3599,1,26,1,1,21,4,< 0 DM,good,4 - 7 years,rent,unskilled,furniture/appliances,< 100 DM,0
0,3213,1,25,1,1,18,3,1 - 200 DM,good,< 1 year,rent,skilled,furniture/appliances,500 - 1000 DM,0
1,4439,1,33,1,1,18,1,1 - 200 DM,good,> 7 years,own,management,business,< 100 DM,0
0,3949,1,37,2,1,10,1,> 200 DM,good,< 1 year,own,unskilled,car,< 100 DM,0
0,1459,4,43,1,1,15,2,unknown,critical,1 - 4 years,own,unskilled,furniture/appliances,< 100 DM,0
0,882,4,23,1,2,13,4,1 - 200 DM,critical,< 1 year,own,skilled,furniture/appliances,< 100 DM,0
0,3758,1,23,1,1,24,4,1 - 200 DM,good,unemployed,rent,unemployed,furniture/appliances,500 - 1000 DM,0
0,1743,1,34,1,2,6,2,unknown,poor,1 - 4 years,own,unskilled,business,100 - 500 DM,0
0,1136,4,32,2,2,9,3,1 - 200 DM,critical,> 7 years,other,skilled,education,> 1000 DM,1
1,1236,1,23,1,1,9,4,unknown,good,< 1 year,rent,skilled,furniture/appliances,< 100 DM,0
0,959,1,29,1,1,9,2,1 - 200 DM,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,1
1,3229,2,38,1,1,18,4,unknown,critical,unemployed,own,management,car,unknown,0
1,6199,4,28,1,2,12,2,< 0 DM,perfect,1 - 4 years,rent,skilled,furniture/appliances,< 100 DM,1
1,727,4,46,1,1,10,4,unknown,good,> 7 years,other,skilled,education,500 - 1000 DM,0
0,1246,4,23,1,1,24,2,1 - 200 DM,good,< 1 year,own,unskilled,car,< 100 DM,1
1,2331,1,49,1,1,12,4,unknown,critical,> 7 years,own,skilled,furniture/appliances,unknown,0
1,4463,4,26,1,2,36,2,unknown,poor,1 - 4 years,own,management,furniture/appliances,< 100 DM,1
0,776,4,28,1,1,12,2,unknown,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
0,2406,4,23,1,1,30,4,< 0 DM,good,4 - 7 years,rent,skilled,furniture/appliances,< 100 DM,1
0,1239,4,61,1,1,18,4,1 - 200 DM,good,1 - 4 years,other,skilled,education,unknown,0
0,3399,2,37,1,1,12,3,> 200 DM,good,> 7 years,own,management,furniture/appliances,unknown,0
1,2247,2,36,1,2,12,2,> 200 DM,poor,1 - 4 years,own,skilled,car,< 100 DM,0
0,1766,1,21,1,1,6,2,unknown,good,1 - 4 years,rent,skilled,furniture/appliances,< 100 DM,0
0,2473,4,25,1,1,18,1,< 0 DM,good,unemployed,own,unemployed,furniture/appliances,< 100 DM,1
1,1542,2,36,1,1,12,4,unknown,good,4 - 7 years,own,skilled,business,< 100 DM,0
0,3850,3,27,1,2,18,1,unknown,critical,4 - 7 years,own,skilled,car,< 100 DM,0
0,3650,1,22,1,1,18,4,< 0 DM,good,< 1 year,rent,skilled,furniture/appliances,< 100 DM,0
0,3446,4,42,2,1,36,2,< 0 DM,good,> 7 years,own,skilled,furniture/appliances,< 100 DM,1
0,3001,2,40,1,1,18,4,1 - 200 DM,good,4 - 7 years,rent,skilled,furniture/appliances,< 100 DM,0
0,3079,4,36,1,1,36,4,unknown,good,1 - 4 years,own,skilled,car,unknown,0
1,6070,3,33,1,2,18,4,unknown,critical,> 7 years,own,skilled,furniture/appliances,< 100 DM,0
0,2146,1,23,1,2,10,3,unknown,critical,< 1 year,rent,skilled,furniture/appliances,< 100 DM,0
1,13756,2,63,1,1,60,4,unknown,critical,> 7 years,other,management,car,unknown,0
1,14782,3,60,1,2,60,4,1 - 200 DM,very good,> 7 years,other,management,car0,100 - 500 DM,1
0,7685,2,37,1,1,48,4,< 0 DM,very good,4 - 7 years,rent,skilled,business,< 100 DM,1
0,2320,2,34,1,2,18,3,unknown,poor,unemployed,own,skilled,furniture/appliances,< 100 DM,0
0,846,3,36,1,1,7,4,unknown,poor,> 7 years,other,skilled,furniture/appliances,unknown,0
1,14318,4,57,1,1,36,2,1 - 200 DM,good,> 7 years,other,management,car,< 100 DM,1
0,362,4,52,1,2,6,4,unknown,critical,1 - 4 years,own,unskilled,car,100 - 500 DM,0
1,2212,4,39,1,1,20,4,< 0 DM,good,4 - 7 years,own,skilled,furniture/appliances,unknown,0
1,12976,3,38,1,1,18,4,1 - 200 DM,good,unemployed,other,management,car,< 100 DM,1
0,1283,4,25,1,1,22,4,unknown,good,4 - 7 years,rent,skilled,car,unknown,0
0,1330,4,26,1,1,12,1,> 200 DM,good,< 1 year,own,skilled,car,< 100 DM,0
0,4272,2,26,1,2,30,2,unknown,poor,1 - 4 years,own,unskilled,business,100 - 500 DM,0
0,2238,2,25,1,2,18,1,unknown,critical,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
1,1126,4,21,1,1,18,2,unknown,good,< 1 year,rent,skilled,furniture/appliances,unknown,0
1,7374,4,40,1,2,18,4,1 - 200 DM,critical,unemployed,own,management,furniture/appliances,< 100 DM,0
0,2326,2,27,1,1,15,4,1 - 200 DM,critical,1 - 4 years,own,skilled,business,500 - 1000 DM,0
0,1449,3,27,1,2,9,2,unknown,good,4 - 7 years,own,skilled,business,< 100 DM,0
1,1820,2,30,1,1,18,2,unknown,good,1 - 4 years,own,management,car,< 100 DM,0
0,983,1,19,1,1,12,4,1 - 200 DM,good,< 1 year,rent,unskilled,furniture/appliances,> 1000 DM,0
1,3249,2,39,2,1,36,4,< 0 DM,good,4 - 7 years,other,management,car,< 100 DM,0
0,1957,1,31,1,1,6,4,< 0 DM,critical,4 - 7 years,own,skilled,furniture/appliances,< 100 DM,0
0,2406,2,31,1,1,9,3,unknown,critical,unemployed,own,management,furniture/appliances,< 100 DM,0
1,11760,2,32,1,1,39,3,1 - 200 DM,poor,4 - 7 years,rent,skilled,education,100 - 500 DM,0
0,2578,3,55,1,1,12,4,< 0 DM,good,unemployed,other,management,furniture/appliances,< 100 DM,0
1,2348,3,46,1,2,36,2,< 0 DM,critical,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
0,1223,1,46,1,2,12,1,1 - 200 DM,good,> 7 years,rent,skilled,car,< 100 DM,1
0,1516,4,43,1,2,24,1,unknown,critical,1 - 4 years,own,unskilled,furniture/appliances,> 1000 DM,0
1,1473,3,39,1,1,18,4,unknown,good,< 1 year,own,skilled,furniture/appliances,< 100 DM,0
0,1887,4,28,1,2,18,4,1 - 200 DM,critical,1 - 4 years,own,skilled,business,unknown,0
1,8648,2,27,1,2,24,2,unknown,poor,< 1 year,own,skilled,business,< 100 DM,1
0,802,4,27,1,2,14,2,unknown,poor,1 - 4 years,own,unskilled,car,< 100 DM,0
0,2899,4,43,2,1,18,4,1 - 200 DM,poor,> 7 years,own,skilled,car,unknown,0
1,2039,1,22,1,1,24,1,1 - 200 DM,good,< 1 year,own,skilled,furniture/appliances,< 100 DM,1
1,2197,4,43,2,2,24,4,unknown,critical,4 - 7 years,own,skilled,car,unknown,0
0,1053,4,27,1,1,15,2,< 0 DM,good,< 1 year,own,skilled,furniture/appliances,< 100 DM,0
1,3235,3,26,1,1,24,2,unknown,good,> 7 years,own,management,furniture/appliances,500 - 1000 DM,0
1,939,4,28,1,3,12,2,> 200 DM,critical,4 - 7 years,own,skilled,car,500 - 1000 DM,1
1,1967,4,20,1,1,24,4,1 - 200 DM,good,> 7 years,own,skilled,furniture/appliances,< 100 DM,0
1,7253,3,35,1,2,33,2,unknown,critical,4 - 7 years,own,management,car,< 100 DM,0
1,2292,4,42,1,2,12,2,unknown,critical,unemployed,own,management,business,< 100 DM,1
0,1597,3,40,2,1,10,2,unknown,good,1 - 4 years,rent,unskilled,car,500 - 1000 DM,0
0,1381,4,35,1,1,24,2,< 0 DM,good,1 - 4 years,own,skilled,car,unknown,1
1,5842,2,35,2,2,36,2,unknown,critical,> 7 years,own,skilled,car,< 100 DM,0
0,2579,4,33,2,1,12,1,< 0 DM,good,< 1 year,own,unskilled,car,< 100 DM,1
1,8471,1,23,1,2,18,2,< 0 DM,poor,1 - 4 years,rent,skilled,education,unknown,0
0,2782,1,31,1,1,21,2,unknown,good,4 - 7 years,own,management,car,500 - 1000 DM,0
0,1042,4,33,1,1,18,2,1 - 200 DM,good,1 - 4 years,own,skilled,car,unknown,1
0,3186,2,20,1,1,15,3,unknown,good,4 - 7 years,rent,skilled,car,> 1000 DM,0
0,2028,4,30,1,1,12,2,1 - 200 DM,good,1 - 4 years,own,skilled,car,unknown,0
0,958,2,47,2,2,12,3,1 - 200 DM,critical,4 - 7 years,own,unskilled,car,< 100 DM,0
0,1591,4,34,1,2,21,3,unknown,poor,4 - 7 years,own,management,furniture/appliances,100 - 500 DM,0
1,2762,1,25,1,1,12,2,1 - 200 DM,good,> 7 years,own,skilled,furniture/appliances,unknown,1
1,2779,1,21,1,1,18,3,1 - 200 DM,good,1 - 4 years,rent,skilled,car,< 100 DM,0
0,2743,4,29,1,2,28,2,unknown,critical,> 7 years,own,skilled,furniture/appliances,< 100 DM,0
0,1149,4,46,1,2,18,3,unknown,critical,1 - 4 years,own,skilled,furniture/appliances,> 1000 DM,0
0,1313,1,20,1,1,9,4,unknown,good,> 7 years,own,skilled,furniture/appliances,< 100 DM,0
0,1190,2,55,2,3,18,4,< 0 DM,critical,unemployed,other,unemployed,renovations,< 100 DM,1
0,3448,1,74,1,1,5,4,unknown,good,4 - 7 years,own,unskilled,business,< 100 DM,0
1,11328,2,29,1,2,24,3,1 - 200 DM,good,1 - 4 years,own,management,car0,< 100 DM,1
1,1872,4,36,1,3,6,4,< 0 DM,critical,unemployed,other,management,furniture/appliances,< 100 DM,0
1,2058,4,33,1,2,24,2,unknown,critical,1 - 4 years,own,skilled,renovations,< 100 DM,0
0,2136,3,25,1,1,9,2,< 0 DM,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
1,1484,2,25,1,1,12,1,1 - 200 DM,good,1 - 4 years,own,skilled,furniture/appliances,unknown,1
0,660,2,23,1,1,6,4,unknown,good,4 - 7 years,rent,unskilled,renovations,500 - 1000 DM,0
1,1287,4,37,1,2,24,4,unknown,critical,> 7 years,own,skilled,car,> 1000 DM,0
0,3394,4,65,1,2,42,4,< 0 DM,critical,unemployed,own,unemployed,renovations,< 100 DM,0
0,609,4,26,1,1,12,1,> 200 DM,very good,< 1 year,own,unemployed,business,< 100 DM,1
1,1884,4,39,1,1,12,4,unknown,good,> 7 years,own,management,car,< 100 DM,0
0,1620,2,30,1,1,12,3,< 0 DM,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
1,2629,2,29,1,2,20,3,1 - 200 DM,poor,1 - 4 years,own,skilled,car0,< 100 DM,0
0,719,4,41,2,1,12,4,unknown,good,> 7 years,own,unskilled,education,< 100 DM,1
1,5096,2,30,1,1,48,3,1 - 200 DM,critical,1 - 4 years,own,management,furniture/appliances,< 100 DM,1
0,1244,4,41,1,2,9,4,unknown,critical,> 7 years,rent,unskilled,education,unknown,0
1,1842,4,34,1,1,36,4,< 0 DM,good,< 1 year,own,skilled,car,< 100 DM,1
0,2576,2,35,1,1,7,2,1 - 200 DM,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
1,1424,3,55,1,1,12,4,> 200 DM,good,> 7 years,own,management,furniture/appliances,unknown,0
0,1512,3,61,1,2,15,3,1 - 200 DM,poor,1 - 4 years,own,skilled,renovations,> 1000 DM,1
1,11054,4,30,1,1,36,2,unknown,critical,1 - 4 years,own,management,car,unknown,0
0,518,3,29,1,1,6,1,unknown,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
0,2759,2,34,1,2,12,4,unknown,perfect,> 7 years,own,skilled,furniture/appliances,< 100 DM,0
1,2670,4,35,1,1,24,4,unknown,good,> 7 years,own,management,car,< 100 DM,0
1,4817,2,31,1,1,24,3,< 0 DM,good,4 - 7 years,own,skilled,car,< 100 DM,1
1,2679,4,29,1,1,24,1,unknown,good,< 1 year,own,management,car,< 100 DM,0
0,3905,2,36,2,2,11,2,< 0 DM,critical,1 - 4 years,rent,skilled,car,< 100 DM,0
1,3386,3,35,1,1,12,4,< 0 DM,good,> 7 years,other,skilled,car,< 100 DM,1
0,343,4,27,1,1,6,1,< 0 DM,good,< 1 year,own,skilled,furniture/appliances,< 100 DM,0
1,4594,3,32,1,1,18,2,unknown,good,< 1 year,own,skilled,furniture/appliances,< 100 DM,0
0,3620,1,37,2,1,36,2,< 0 DM,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
0,1721,2,36,1,1,15,3,< 0 DM,good,< 1 year,own,skilled,car,< 100 DM,0
0,3017,3,34,1,1,12,1,1 - 200 DM,good,< 1 year,rent,management,furniture/appliances,< 100 DM,0
0,754,4,38,1,2,12,4,1 - 200 DM,good,> 7 years,own,skilled,education,unknown,0
1,1950,4,34,1,2,18,1,unknown,good,4 - 7 years,own,skilled,business,< 100 DM,0
1,2924,3,63,2,1,24,4,< 0 DM,good,1 - 4 years,own,skilled,car,< 100 DM,0
1,1659,4,29,1,1,24,2,< 0 DM,poor,< 1 year,rent,unskilled,furniture/appliances,< 100 DM,1
0,7238,3,32,2,2,48,3,unknown,poor,> 7 years,own,skilled,furniture/appliances,unknown,0
1,2764,2,26,1,2,33,2,unknown,poor,1 - 4 years,own,skilled,business,< 100 DM,0
1,4679,3,35,1,2,24,3,unknown,poor,4 - 7 years,own,unskilled,car,< 100 DM,0
1,3092,3,22,1,1,24,2,1 - 200 DM,good,< 1 year,rent,skilled,furniture/appliances,100 - 500 DM,1
0,448,4,23,1,1,6,4,< 0 DM,good,< 1 year,own,skilled,education,< 100 DM,1
0,654,4,28,1,1,9,3,< 0 DM,good,1 - 4 years,own,unskilled,car,< 100 DM,1
1,1238,4,36,2,1,6,4,unknown,good,unemployed,own,management,education,unknown,0
0,1245,4,33,1,1,18,2,1 - 200 DM,critical,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,1
0,3114,1,26,1,1,18,4,< 0 DM,perfect,< 1 year,rent,skilled,furniture/appliances,< 100 DM,1
0,2569,4,24,1,1,39,4,unknown,good,1 - 4 years,own,skilled,car,500 - 1000 DM,0
0,5152,4,25,1,1,24,2,> 200 DM,good,4 - 7 years,own,skilled,furniture/appliances,< 100 DM,0
0,1037,3,39,1,1,12,4,1 - 200 DM,good,4 - 7 years,own,unskilled,business,100 - 500 DM,0
1,1478,4,44,2,2,15,4,< 0 DM,critical,> 7 years,own,skilled,furniture/appliances,< 100 DM,0
0,3573,1,23,1,1,12,1,1 - 200 DM,critical,1 - 4 years,own,unskilled,furniture/appliances,< 100 DM,0
0,1201,4,26,1,1,24,1,1 - 200 DM,good,< 1 year,own,skilled,car,< 100 DM,0
1,3622,4,57,1,2,30,4,< 0 DM,good,> 7 years,rent,skilled,furniture/appliances,> 1000 DM,0
0,960,3,30,1,2,15,2,unknown,poor,4 - 7 years,own,skilled,furniture/appliances,> 1000 DM,0
1,1163,4,44,1,1,12,4,unknown,critical,1 - 4 years,own,skilled,car,500 - 1000 DM,0
1,1209,4,47,1,1,6,4,1 - 200 DM,poor,unemployed,own,management,car,< 100 DM,1
1,3077,2,52,1,1,12,4,unknown,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
1,3757,4,62,1,1,24,4,unknown,good,> 7 years,other,skilled,car,< 100 DM,0
0,1418,3,35,1,1,10,2,unknown,good,1 - 4 years,rent,unskilled,car,100 - 500 DM,0
0,3518,2,26,1,1,6,3,unknown,good,1 - 4 years,rent,skilled,car,< 100 DM,0
0,1934,2,26,1,2,12,2,unknown,critical,> 7 years,own,skilled,furniture/appliances,< 100 DM,0
1,8318,2,42,1,2,27,4,1 - 200 DM,perfect,> 7 years,other,management,business,< 100 DM,1
0,1237,1,27,1,2,6,1,unknown,critical,1 - 4 years,own,skilled,furniture/appliances,100 - 500 DM,0
0,368,4,38,1,1,6,4,1 - 200 DM,good,> 7 years,own,skilled,furniture/appliances,unknown,0
0,2122,3,39,2,2,12,2,< 0 DM,critical,1 - 4 years,rent,unskilled,car,< 100 DM,0
0,2996,2,20,1,1,24,4,< 0 DM,good,1 - 4 years,own,skilled,furniture/appliances,unknown,1
1,9034,4,29,1,1,36,1,1 - 200 DM,good,< 1 year,rent,management,furniture/appliances,100 - 500 DM,1
0,1585,4,40,1,2,24,3,unknown,critical,4 - 7 years,own,skilled,furniture/appliances,< 100 DM,0
0,1301,4,32,1,1,18,2,1 - 200 DM,good,> 7 years,own,unskilled,furniture/appliances,< 100 DM,0
1,1323,2,28,2,2,6,4,> 200 DM,critical,> 7 years,own,skilled,car,100 - 500 DM,0
0,3123,4,27,1,1,24,1,< 0 DM,good,< 1 year,own,skilled,car,< 100 DM,1
0,5493,2,42,2,1,36,4,< 0 DM,good,> 7 years,other,skilled,car,< 100 DM,0
0,1126,2,49,1,1,9,4,> 200 DM,good,> 7 years,own,skilled,furniture/appliances,100 - 500 DM,0
0,1216,4,38,2,2,24,4,1 - 200 DM,critical,< 1 year,own,skilled,furniture/appliances,100 - 500 DM,1
0,1207,4,24,1,1,24,4,< 0 DM,good,< 1 year,rent,skilled,car,< 100 DM,1
0,1309,4,27,1,1,10,4,unknown,good,1 - 4 years,own,unskilled,car,unknown,1
1,2360,2,36,1,1,15,2,> 200 DM,critical,1 - 4 years,own,skilled,car,500 - 1000 DM,0
1,6850,1,34,2,1,15,2,1 - 200 DM,very good,unemployed,own,management,car,100 - 500 DM,1
0,1413,4,28,1,1,24,2,unknown,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,0
1,8588,4,45,1,1,39,2,unknown,good,> 7 years,own,management,car,100 - 500 DM,0
0,759,4,26,1,1,12,2,< 0 DM,good,4 - 7 years,own,skilled,car,< 100 DM,1
1,4686,2,32,1,1,36,2,unknown,good,1 - 4 years,other,management,car,< 100 DM,0
1,2687,2,26,1,1,15,4,> 200 DM,good,4 - 7 years,rent,skilled,business,< 100 DM,0
0,585,4,20,1,2,12,4,1 - 200 DM,poor,1 - 4 years,rent,skilled,furniture/appliances,< 100 DM,0
0,2255,4,54,1,1,24,1,unknown,good,< 1 year,own,skilled,car,unknown,0
0,609,4,37,1,2,6,3,< 0 DM,critical,4 - 7 years,own,skilled,car,< 100 DM,0
0,1361,2,40,2,1,6,4,< 0 DM,critical,< 1 year,own,unskilled,car,< 100 DM,0
1,7127,2,23,1,2,36,4,unknown,critical,< 1 year,rent,skilled,furniture/appliances,< 100 DM,1
1,1203,3,43,1,1,6,2,< 0 DM,good,> 7 years,own,skilled,car,100 - 500 DM,0
0,700,4,36,1,2,6,4,unknown,critical,> 7 years,other,skilled,furniture/appliances,unknown,0
0,5507,3,44,1,2,24,4,unknown,critical,> 7 years,other,skilled,renovations,< 100 DM,0
0,3190,2,24,1,1,18,2,< 0 DM,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,1
0,7119,3,53,2,2,48,4,< 0 DM,perfect,1 - 4 years,other,skilled,furniture/appliances,< 100 DM,1
0,3488,3,23,1,1,24,4,unknown,good,4 - 7 years,own,skilled,car,100 - 500 DM,0
0,1113,4,26,2,1,18,4,1 - 200 DM,good,1 - 4 years,own,unskilled,furniture/appliances,< 100 DM,0
0,7966,2,30,1,2,26,3,1 - 200 DM,good,< 1 year,own,skilled,car,< 100 DM,0
0,1532,4,31,1,1,15,3,unknown,critical,1 - 4 years,own,skilled,education,100 - 500 DM,0
0,1503,2,42,2,2,4,1,unknown,critical,4 - 7 years,own,unskilled,furniture/appliances,< 100 DM,0
0,2302,4,31,1,1,36,4,< 0 DM,good,1 - 4 years,rent,skilled,furniture/appliances,< 100 DM,1
1,662,3,41,2,1,6,4,< 0 DM,good,< 1 year,own,unskilled,car,< 100 DM,0
0,2273,3,32,2,2,36,1,1 - 200 DM,good,4 - 7 years,own,skilled,education,< 100 DM,0
1,2631,2,28,1,2,15,4,1 - 200 DM,good,1 - 4 years,rent,skilled,car,100 - 500 DM,1
0,1503,4,41,1,1,12,4,unknown,poor,1 - 4 years,rent,skilled,car,< 100 DM,0
1,1311,4,26,1,1,24,3,unknown,good,4 - 7 years,own,skilled,furniture/appliances,100 - 500 DM,0
0,3105,4,25,1,2,24,2,unknown,good,< 1 year,own,skilled,furniture/appliances,unknown,0
0,2319,2,33,1,1,21,1,> 200 DM,critical,< 1 year,rent,skilled,education,< 100 DM,1
1,1374,4,75,1,1,6,3,< 0 DM,good,unemployed,own,management,car,unknown,0
1,3612,3,37,1,1,18,4,1 - 200 DM,critical,> 7 years,own,skilled,furniture/appliances,< 100 DM,0
0,7763,4,42,1,1,48,4,< 0 DM,good,> 7 years,other,management,car,< 100 DM,1
0,3049,1,45,1,1,18,1,> 200 DM,good,< 1 year,own,unskilled,furniture/appliances,< 100 DM,0
0,1534,1,23,1,1,12,1,1 - 200 DM,good,< 1 year,rent,skilled,furniture/appliances,< 100 DM,1
1,2032,4,60,1,2,24,4,unknown,poor,> 7 years,other,skilled,car,< 100 DM,0
0,6350,4,31,1,1,30,4,< 0 DM,good,> 7 years,own,skilled,furniture/appliances,unknown,1
0,2864,2,34,2,1,18,1,> 200 DM,good,1 - 4 years,own,unskilled,furniture/appliances,< 100 DM,1
0,1255,4,61,1,2,12,4,unknown,critical,> 7 years,own,unskilled,car,< 100 DM,0
0,1333,4,43,2,2,24,2,< 0 DM,poor,unemployed,other,skilled,car,< 100 DM,1
1,2022,4,37,1,1,24,4,unknown,critical,1 - 4 years,own,skilled,car,< 100 DM,0
0,1552,3,32,2,1,24,1,unknown,good,4 - 7 years,own,skilled,furniture/appliances,< 100 DM,0
0,626,4,24,1,1,12,4,< 0 DM,very good,1 - 4 years,own,unskilled,furniture/appliances,< 100 DM,1
1,8858,2,35,1,2,48,1,unknown,critical,4 - 7 years,other,skilled,car,unknown,0
0,996,4,23,1,2,12,4,unknown,critical,4 - 7 years,own,skilled,renovations,unknown,0
0,1750,2,45,2,1,6,4,unknown,very good,> 7 years,own,unskilled,furniture/appliances,500 - 1000 DM,0
1,6999,1,34,1,2,48,1,< 0 DM,good,4 - 7 years,own,skilled,furniture/appliances,< 100 DM,1
0,1995,4,27,1,1,12,1,1 - 200 DM,critical,< 1 year,own,skilled,car,100 - 500 DM,0
1,1199,4,67,1,2,9,4,1 - 200 DM,good,4 - 7 years,own,management,education,< 100 DM,0
0,1331,2,22,1,1,12,1,1 - 200 DM,good,< 1 year,own,skilled,furniture/appliances,< 100 DM,1
0,2278,3,28,1,2,18,3,1 - 200 DM,perfect,< 1 year,own,skilled,car,100 - 500 DM,1
1,5003,1,29,1,2,21,4,unknown,perfect,1 - 4 years,own,skilled,car,unknown,1
0,3552,3,27,1,1,24,4,< 0 DM,very good,4 - 7 years,own,skilled,furniture/appliances,< 100 DM,1
0,1928,2,31,1,2,18,2,1 - 200 DM,critical,< 1 year,own,unskilled,furniture/appliances,< 100 DM,1
1,2964,4,49,2,1,24,4,< 0 DM,good,> 7 years,other,skilled,car,unknown,0
0,1546,4,24,1,1,24,4,< 0 DM,very good,4 - 7 years,rent,unskilled,furniture/appliances,< 100 DM,1
0,683,2,29,1,1,6,1,> 200 DM,poor,< 1 year,own,skilled,furniture/appliances,< 100 DM,0
1,12389,1,37,1,1,36,4,1 - 200 DM,good,1 - 4 years,other,skilled,car,unknown,1
1,4712,4,37,1,2,24,2,1 - 200 DM,poor,1 - 4 years,own,management,business,unknown,0
1,1553,3,23,1,2,24,2,1 - 200 DM,poor,4 - 7 years,rent,skilled,furniture/appliances,100 - 500 DM,0
0,1372,2,36,1,1,12,3,< 0 DM,good,4 - 7 years,own,skilled,car,< 100 DM,1
0,2578,2,34,1,1,24,2,unknown,critical,> 7 years,own,skilled,furniture/appliances,> 1000 DM,0
1,3979,4,41,2,2,48,1,1 - 200 DM,good,4 - 7 years,own,skilled,furniture/appliances,unknown,0
1,6758,3,31,1,1,48,2,< 0 DM,good,1 - 4 years,own,skilled,furniture/appliances,< 100 DM,1
1,3234,4,23,1,1,24,4,< 0 DM,good,< 1 year,rent,unskilled,furniture/appliances,< 100 DM,1
0,5954,3,38,1,1,30,2,unknown,critical,4 - 7 years,own,skilled,furniture/appliances,< 100 DM,0
1,5433,2,26,1,1,24,4,unknown,good,unemployed,rent,management,car,unknown,0
0,806,4,22,1,1,15,4,< 0 DM,good,1 - 4 years,own,unskilled,business,< 100 DM,0
0,1082,4,27,1,2,9,4,1 - 200 DM,good,> 7 years,own,unskilled,furniture/appliances,< 100 DM,0
0,2788,2,24,1,2,15,3,unknown,critical,4 - 7 years,own,skilled,furniture/appliances,< 100 DM,0
0,2930,2,27,1,1,12,1,1 - 200 DM,good,4 - 7 years,own,skilled,furniture/appliances,< 100 DM,0
1,1927,3,33,1,2,24,2,unknown,critical,1 - 4 years,own,skilled,education,unknown,0
0,2820,4,27,1,2,36,4,1 - 200 DM,critical,< 1 year,own,skilled,car,< 100 DM,1
0,937,4,27,1,2,24,3,unknown,good,< 1 year,own,unskilled,education,< 100 DM,0
0,1056,3,30,1,2,18,3,1 - 200 DM,critical,> 7 years,own,skilled,car,< 100 DM,1
0,3124,1,49,2,2,12,3,1 - 200 DM,critical,< 1 year,own,unskilled,car,< 100 DM,0
0,1388,4,26,1,1,9,2,unknown,good,1 - 4 years,rent,skilled,furniture/appliances,< 100 DM,0
0,2384,4,33,1,1,36,1,1 - 200 DM,good,< 1 year,rent,unskilled,renovations,< 100 DM,1
1,2133,4,52,1,1,12,4,unknown,good,> 7 years,other,management,car,unknown,0
0,2039,1,20,1,1,18,4,< 0 DM,good,1 - 4 years,rent,skilled,furniture/appliances,< 100 DM,1
0,2799,2,36,2,2,9,2,< 0 DM,critical,1 - 4 years,rent,skilled,car,< 100 DM,0
0,1289,4,21,1,1,12,1,< 0 DM,good,1 - 4 years,own,unskilled,furniture/appliances,< 100 DM,0
